1.084599056759142825e-06 6.031575562315471668e-18
1.086536459521900733e-06 6.065816310893460446e-18
1.088478412385002600e-06 6.038388770998443335e-18
1.090424927303732752e-06 6.008964489624656159e-18
1.092376016266789483e-06 6.006826400977411774e-18
1.094331691296382465e-06 6.011692988015708037e-18
1.096291964448325707e-06 6.014178634046642775e-18
1.098256847812142799e-06 6.020235223120441985e-18
1.100226353511161148e-06 6.010746884444164132e-18
1.102200493702607475e-06 5.996891089169539343e-18
1.104179280577710524e-06 5.981749050157254961e-18
1.106162726361799101e-06 6.048949024499415272e-18
1.108150843314400545e-06 6.072448373026188565e-18
1.110143643729340254e-06 6.104714554017088904e-18
1.112141139934842901e-06 6.132753809744822919e-18
1.114143344293628157e-06 6.155058155563493948e-18
1.116150269203015926e-06 6.177418048364717392e-18
1.118161927095025877e-06 6.145337220337340710e-18
1.120178330436476971e-06 6.124892239597682573e-18
1.122199491729088887e-06 6.171611122851679575e-18
1.124225423509584943e-06 6.144073398633124107e-18
1.126256138349792044e-06 6.122519888665847774e-18
1.128291648856746347e-06 6.120430624062521312e-18
1.130331967672791096e-06 6.115526234510110825e-18
1.132377107475681653e-06 6.103157453139544429e-18
1.134427080978689895e-06 6.104564928252029849e-18
1.136481900930707130e-06 6.094675844592188949e-18
1.138541580116344677e-06 6.101243748600218088e-18
1.140606131356042929e-06 6.093410101598913612e-18
1.142675567506170027e-06 6.084110809300805475e-18
1.144749901459131762e-06 6.080600870372474119e-18
1.146829146143474496e-06 6.075445493156292085e-18
1.148913314523988279e-06 6.058713319828848800e-18
1.151002419601816125e-06 6.040766630752552998e-18
1.153096474414557555e-06 6.012019307349887654e-18
1.155195492036374480e-06 5.985597872530732888e-18
1.157299485578100468e-06 5.949307768073678548e-18
1.159408468187345349e-06 5.918711606703706984e-18
1.161522453048601525e-06 5.887960419352641738e-18
1.163641453383354498e-06 5.868130347028919771e-18
1.165765482450188335e-06 5.850108258387600934e-18
1.167894553544894928e-06 5.830106001002423855e-18
1.170028680000580937e-06 5.818140043338094125e-18
1.172167875187778960e-06 5.812693489104639888e-18
1.174312152514554684e-06 5.795084497794808615e-18
1.176461525426617210e-06 5.772834058155089570e-18
1.178616007407428535e-06 5.748019690413592346e-18
1.180775611978313872e-06 5.733909749160185372e-18
1.182940352698571984e-06 5.708345296867011917e-18
1.185110243165585290e-06 5.689286920939886709e-18
1.187285297014932528e-06 5.659540482436285500e-18
1.189465527920498441e-06 5.640844970520776080e-18
1.193597988699484468e-06 5.681825199660505794e-18
1.197744806541949355e-06 5.689975037045994751e-18
1.201906031327440752e-06 5.684532825843077170e-18
1.206081713108795907e-06 5.672407000075765702e-18
1.210271902112749629e-06 5.659866305286111807e-18
1.214476648740533559e-06 5.686336488310444391e-18
1.218696003568486037e-06 5.707488099931646411e-18
1.222930017348657517e-06 5.690471543109900247e-18
1.227178741009420853e-06 5.572218570430254771e-18
1.231442225656087308e-06 5.560581674663178376e-18
1.235720522571515991e-06 5.508676580178897693e-18
1.240013683216736637e-06 5.388586507420320354e-18
1.244321759231564345e-06 5.355071355382410588e-18
1.248644802435222990e-06 5.332139256362230244e-18
1.252982864826967372e-06 5.314388615169567822e-18
1.257335998586708961e-06 5.309436508325678374e-18
1.261704256075642698e-06 5.305634007154111824e-18
1.266087689836878251e-06 5.291121671334302193e-18
1.270486352596071265e-06 5.265659779020932025e-18
1.274900297262058421e-06 5.236340786807971116e-18
1.279329576927492083e-06 5.235367322859579249e-18
1.283774244869481071e-06 5.223239219276709420e-18
1.288234354550230598e-06 5.203029253382424423e-18
1.292709959617684321e-06 5.189398231486979909e-18
1.297201113906168297e-06 5.161045752592747874e-18
1.301707871437045529e-06 5.144090754952459257e-18
1.306230286419357167e-06 5.136890476172014171e-18
1.310768413250480233e-06 5.133472613376991362e-18
1.315322306516778138e-06 5.130072538019954534e-18
1.319892020994262643e-06 5.116741903443994700e-18
1.324477611649244588e-06 5.091890155145161861e-18
1.329079133639002839e-06 5.070050274358687108e-18
1.333696642312444547e-06 5.059540178763795582e-18
1.338330193210769226e-06 5.009435876719219602e-18
1.342979842068139812e-06 4.959585374468592973e-18
1.347645644812350338e-06 4.910361977543858443e-18
1.352327657565502923e-06 4.886144317525686245e-18
1.357025936644677144e-06 4.842018624292822100e-18
1.361740538562611680e-06 4.800066790063422769e-18
1.366471520028382156e-06 4.756065385464321776e-18
1.371218937948086176e-06 4.741670593935643493e-18
1.375982849425520741e-06 4.729384182672117680e-18
1.380763311762878296e-06 4.691833696288215906e-18
1.385560382461427534e-06 4.679395071722024841e-18
1.390374119222213894e-06 4.640178872760616750e-18
1.395204579946744594e-06 4.594931406049771689e-18
1.400051822737689979e-06 4.559773978325797584e-18
1.404915905899584226e-06 4.524390127876955674e-18
1.409796887939521820e-06 4.493969720635678807e-18
1.414694827567862281e-06 4.457087155730245546e-18
1.419609783698940617e-06 4.417081675122743662e-18
1.424541815451771206e-06 4.409192427426688952e-18
1.429490982150761210e-06 4.395152433132837461e-18
1.434457343326423779e-06 4.362595084339698132e-18
1.439440958716092094e-06 4.329655409403855904e-18
1.444441888264643376e-06 4.297316022116044557e-18
1.449460192125213987e-06 4.262054300409454672e-18
1.454495930659923648e-06 4.233663441772746927e-18
1.459549164440607906e-06 4.208867770734114146e-18
1.464619954249537482e-06 4.182683159843074112e-18
1.469708361080157514e-06 4.108222289036567488e-18
1.474814446137813680e-06 4.060727177273125572e-18
1.479938270840495044e-06 4.016115556226083259e-18
1.485079896819568223e-06 3.967606965321306399e-18
1.490239385920522771e-06 3.919813385677778499e-18
1.495416800203712978e-06 3.869465739037915928e-18
1.500612201945100918e-06 3.861017961525638356e-18
1.505825653637010743e-06 3.848327324505174550e-18
1.511057217988879992e-06 3.789370866161028686e-18
1.516306957928010914e-06 3.788357899110562281e-18
1.521574936600327928e-06 3.769102683226710793e-18
1.526861217371138679e-06 3.747359325669017959e-18
1.532165863825897215e-06 3.728479814324829188e-18
1.537488939770965260e-06 3.717706933104490771e-18
1.542830509234384286e-06 3.694888978968128037e-18
1.548190636466638682e-06 3.683239810771294230e-18
1.553569385941436940e-06 3.654737098220452638e-18
1.558966822356479059e-06 3.638573964891419950e-18
1.564383010634244715e-06 3.624770495476324053e-18
1.569818015922763208e-06 3.603300559737242841e-18
1.575271903596404174e-06 3.586210424583972734e-18
1.580744739256662356e-06 3.577808815720803496e-18
1.586236588732945768e-06 3.577116181750812260e-18
1.591747518083366404e-06 3.582398748794794385e-18
1.597277593595540471e-06 3.584762925974475118e-18
1.602826881787378245e-06 3.597688661979235530e-18
1.608395449407888118e-06 3.609953765897345962e-18
1.613983363437980223e-06 3.612379232471686961e-18
1.619590691091270478e-06 3.595955512712671568e-18
1.625217499814888018e-06 3.578096122678986344e-18
1.630863857290290045e-06 3.563905791049283014e-18
1.636529831434073283e-06 3.547025087054547023e-18
1.642215490398789036e-06 3.516145308163991794e-18
1.647920902573769258e-06 3.504677503000259629e-18
1.653646136585941606e-06 3.492244106861000929e-18
1.659391261300661445e-06 3.483272713356344372e-18
1.665156345822535582e-06 3.461998369567463899e-18
1.670941459496255326e-06 3.455473784636376264e-18
1.676746671907431661e-06 3.444631999093673091e-18
1.682572052883429784e-06 3.445195393776159999e-18
1.688417672494210002e-06 3.447544077665993144e-18
1.694283601053171158e-06 3.435717477510673441e-18
1.700169909117997881e-06 3.421977575857928316e-18
1.706076667491504865e-06 3.424251410572938728e-18
1.712003947222492158e-06 3.427145642475892087e-18
1.717951819606600033e-06 3.430039231326521018e-18
1.723920356187163433e-06 3.392068636536815279e-18
1.729909628756074246e-06 3.358854730481884880e-18
1.735919709354645283e-06 3.353472080876246094e-18
1.741950670274478273e-06 3.344177821266228786e-18
1.748002584058328686e-06 3.336099196950932881e-18
1.754075523500984102e-06 3.332112909940597999e-18
1.760169561650134752e-06 3.322584792545465022e-18
1.766284771807255704e-06 3.317648850035834706e-18
1.772421227528486080e-06 3.301680711919952774e-18
1.778579002625515900e-06 3.282362646948996492e-18
1.784758171166471234e-06 3.265155309776311855e-18
1.790958807476810997e-06 3.241833910050866290e-18
1.797180986140211885e-06 3.228928420889606592e-18
1.803424781999473219e-06 3.222159511833612513e-18
1.809690270157413742e-06 3.217772297423341675e-18
1.815977525977776249e-06 3.225625445191890527e-18
1.822286625086132643e-06 3.242225899599823692e-18
1.828617643370794071e-06 3.251576742575988694e-18
1.834970656983725718e-06 3.244930290732706336e-18
1.841345742341460336e-06 3.244881831820975892e-18
1.847742976126017905e-06 3.247356752556266090e-18
1.854162435285827635e-06 3.239138252254229908e-18
1.860604197036657365e-06 3.229045314854419934e-18
1.867068338862535776e-06 3.220204655815516082e-18
1.873554938516688150e-06 3.234318649054507705e-18
1.880064074022474242e-06 3.239480590877305397e-18
1.886595823674321719e-06 3.251654761119765544e-18
1.893150266038669324e-06 3.242070179687147867e-18
1.899727479954913861e-06 3.233759438119743983e-18
1.906327544536357391e-06 3.225939821512149808e-18
1.912950539171157390e-06 3.217843076542300544e-18
1.919596543523283895e-06 3.211901353943798800e-18
1.926265637533478561e-06 3.207039231137775369e-18
1.932957901420210955e-06 3.203291302664014845e-18
1.939673415680650746e-06 3.204593082605271773e-18
1.946412261091626961e-06 3.170364157508365184e-18
1.953174518710610975e-06 3.139612155796765632e-18
1.959960269876681276e-06 3.134996740039026314e-18
1.966769596211506872e-06 3.104676780804853797e-18
1.973602579620328578e-06 3.098925118335296311e-18
1.980459302292943271e-06 3.092349130691236038e-18
1.987339846704694914e-06 3.080314093297202022e-18
1.994244295617460507e-06 3.071455237465007221e-18
2.001172732080653395e-06 3.054936070048412433e-18
2.008125239432218106e-06 3.049371520599300423e-18
2.015101901299631551e-06 3.042047012854744063e-18
2.022102801600911832e-06 3.037728624700444815e-18
2.029128024545625793e-06 3.043242770495381735e-18
2.036177654635902917e-06 3.048560490785162966e-18
2.043251776667452611e-06 3.049824317856191745e-18
2.050350475730580226e-06 3.048975959661609051e-18
2.057473837211214927e-06 3.051025908804129290e-18
2.064621946791935875e-06 3.063721918662112225e-18
2.071794890452998834e-06 3.070148520970667457e-18
2.078992754473379286e-06 3.069576200371383280e-18
2.086215625431798194e-06 3.071405715953872637e-18
2.093463590207773165e-06 3.068470543650897546e-18
2.100736735982661574e-06 3.056972793269687218e-18
2.108035150240703263e-06 3.050641091982601519e-18
